Month,Borough,Equipment Type,Equipment Code,Total Outages,Scheduled Outages,Unscheduled Outages,Entrapments,Time Since Major Improvement,AM Peak Availability,AM Peak Hours Available,AM Peak Total Hours,PM Peak Availability,PM Peak Hours Available,PM Peak Total Hours,24-Hour Availability,24-Hour Hours Available,24-Hour Total Hours,Station Name,Station MRN,Station Complex Name,Station Complex MRN
01/01/2015,Manhattan,Elevator,EL235,3,2,1,0,70,0.990322580645161,122.80000000000001,124,1,124,124,0.98698476702509,734.3166666666666,744,47-50STS-ROCKEFELLERCTR-6AV-B/D/F/M,225,47-50 Sts-Rockefeller Ctr - Station,225
01/01/2015,Manhattan,Escalator,ES341,7,3,4,0,453,1,124,124,0.964112903225806,119.55000000000001,124,0.969802867383512,721.5333333333333,744,BOWLINGGREEN-LEX-4/5,414,Bowling Green - Station,414
01/01/2015,Manhattan,Escalator,ES342,4,2,2,0,453,1,124,124,0.973118279569892,120.66666666666666,124,0.968682795698925,720.7,744,BOWLINGGREEN-LEX-4/5,414,Bowling Green - Station,414
01/01/2015,Bronx,Elevator,EL196,4,0,4,0,2,0.98991935483871,122.75000000000001,124,0.984677419354839,122.10000000000001,124,0.991465053763441,737.65,744,HUNTSPOINTAV-PEL-6,371,Hunts Point Av - Station,371
01/01/2015,Brooklyn,Elevator,EL343,6,1,5,0,108,0.977822580645161,121.25000000000001,124,0.916666666666667,113.66666666666669,124,0.960282258064516,714.45,744,EUCLIDAV-8AV-A/C,188,Euclid Av - Station,188
01/01/2015,Manhattan,Escalator,ES363X,0,0,0,0,N/A,0.935483870967742,116.00000000000001,124,0.935483870967742,116.00000000000001,124,0.93546146953405,695.9833333333333,744,FULTONST-8AV-A/C,172,"Fulton St (A,C,J,Z,2,3,4,5)",628
01/01/2015,Queens,Elevator,EL428,2,1,1,0,107,1,124,124,0.999731182795699,123.96666666666667,124,0.986066308243728,733.6333333333333,744,QUEENSPLAZA-QBL-E/M/R,273,Queens Plaza - Station,273
01/01/2015,Brooklyn,Escalator,ES322,10,6,4,0,979,0.907930107526882,112.58333333333334,124,0.903225806451613,112,124,0.882773297491039,656.7833333333333,744,HIGHST-8AV-A/C,173,High St - Station,173
01/01/2015,Bronx,Elevator,EL185,2,1,1,0,97,1,124,124,0.975,120.9,124,0.989650537634409,736.3,744,231ST-BWY7-1,295,231 St - Station,295
01/01/2015,Queens,Elevator,EL423,6,2,4,0,108,1,124,124,0.965456989247312,119.71666666666667,124,0.973969534050179,724.6333333333333,744,74ST-BROADWAY-FLS-7,454,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",616
01/01/2015,Manhattan,Elevator,EL232,7,5,2,1,102,0.972983870967742,120.65,124,1,124,124,0.967898745519713,720.1166666666667,744,TIMESSQ-42ST-7AV-1/2/3,317,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
01/01/2015,Manhattan,Elevator,EL403,4,4,0,0,302,1,124,124,1,124,124,0.979547491039426,728.7833333333333,744,ROOSEVELTISLAND-63S-F,222,Roosevelt Island - Station,222
01/01/2015,Manhattan,Elevator,EL278,1,1,0,0,63,1,124,124,1,124,124,0.996281362007168,741.2333333333333,744,59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,161,"59 St-Columbus Circle (A,B,C,D,1)",614
01/01/2015,Queens,Elevator,EL436,2,1,1,0,78,1,124,124,0.969758064516129,120.25,124,0.991173835125448,737.4333333333333,744,KEWGARDENS-UNIONTPKE-QBL-E/F,259,Kew Gardens-Union Tpke - Station,259
01/01/2015,Manhattan,Elevator,EL328,8,2,6,0,28,0.978763440860215,121.36666666666667,124,0.985752688172043,122.23333333333335,124,0.96989247311828,721.6,744,BWAY-LAFAYETTEST-6AV-B/D/F/M,230,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619
01/01/2015,Manhattan,Escalator,ES339,4,2,2,0,453,0.994220430107527,123.28333333333335,124,0.967741935483871,120,124,0.975112007168459,725.4833333333333,744,BOWLINGGREEN-LEX-4/5,414,Bowling Green - Station,414
01/01/2015,Manhattan,Elevator,EL289X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E,163,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
01/01/2015,Manhattan,Escalator,ES608X,0,0,0,0,N/A,0.96760752688172,119.98333333333335,124,0.908602150537634,112.66666666666667,124,0.928763440860215,691,744,GRANDCENTRAL-42ST-LEX-S,469,"Grand Central-42 St (S,4,5,6,7)",610
01/01/2015,Manhattan,Escalator,ES234,10,4,6,0,889,0.980779569892473,121.61666666666667,124,1,124,124,0.980533154121864,729.5166666666667,744,34ST-HERALDSQ-6AV-B/D/F,227,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
01/01/2015,Manhattan,Escalator,ES230,16,4,12,0,889,0.95497311827957,118.41666666666666,124,0.953897849462366,118.28333333333333,124,0.960931899641577,714.9333333333333,744,34ST-HERALDSQ-6AV-B/D/F,227,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
01/01/2015,Brooklyn,Elevator,EL321,6,5,1,0,198,0.971102150537634,120.41666666666669,124,1,124,124,0.964829749103943,717.8333333333333,744,CHURCHAV-NOS-2/5,356,Church Av - Station,356
01/01/2015,Manhattan,Elevator,EL202,6,2,4,0,306,1,124,124,0.953091397849462,118.18333333333334,124,0.960663082437276,714.7333333333333,744,51ST-LEX-6,401,"Lexington Av-53 St (E,M)/51 St (6)",612
01/01/2015,Bronx,Elevator,EL138,4,1,3,0,86,0.887365591397849,110.03333333333333,124,0.870967741935484,108,124,0.868682795698925,646.3,744,PELHAMPKWY-LWP-2/5,424,Pelham Pkwy - Station,424
01/01/2015,Manhattan,Escalator,ES312,2,1,1,0,366,1,124,124,0.99502688172043,123.38333333333334,124,0.994377240143369,739.8166666666666,744,WHITEHALLST-SOUTHFERRY-BWY-R,23,South Ferry (1)/Whitehall St (R),635
01/01/2015,Manhattan,Elevator,EL730,0,0,0,0,70,,0,0,,0,0,,0,0,SOUTHFERRY-7AV-1,330,South Ferry (1)/Whitehall St (R),635
01/01/2015,Manhattan,Elevator,EL722,3,2,1,0,13,1,124,124,0.967741935483871,120,124,0.977620967741936,727.3499999999999,744,FULTONST-NAS-J/Z,106,"Fulton St (A,C,J,Z,2,3,4,5)",628
01/01/2015,Queens,Escalator,ES427,7,4,3,0,313,1,124,124,0.989784946236559,122.73333333333333,124,0.973566308243728,724.3333333333334,744,JAMAICAVANWYCK-QBL-E,280,Jamaica Van Wyck - Station,280
01/01/2015,Brooklyn,Escalator,ES310,14,4,10,0,1112,0.999596774193548,123.95000000000002,124,0.954166666666667,118.31666666666666,124,0.940636200716846,699.8333333333333,744,ATLANTICAV-BARCLAYSCTR-BWY-B/Q,40,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
01/01/2015,Queens,Elevator,EL420,3,2,1,0,108,0.949865591397849,117.78333333333333,124,1,124,124,0.976456093189964,726.4833333333333,744,74ST-BROADWAY-FLS-7,454,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",616
01/01/2015,Queens,Elevator,EL434,5,4,1,0,78,0.998655913978495,123.83333333333334,124,0.988978494623656,122.63333333333334,124,0.981474014336918,730.2166666666667,744,KEWGARDENS-UNIONTPKE-QBL-E/F,259,Kew Gardens-Union Tpke - Station,259
01/01/2015,Manhattan,Escalator,ES607X,0,0,0,0,N/A,0.987634408602151,122.46666666666667,124,1,124,124,0.986715949820789,734.1166666666667,744,42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E,163,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
01/01/2015,Manhattan,Escalator,ES235,6,1,5,0,889,0.985349462365591,122.18333333333334,124,0.985618279569892,122.21666666666668,124,0.986581541218638,734.0166666666667,744,34ST-HERALDSQ-6AV-B/D/F,227,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
01/01/2015,Manhattan,Elevator,EL181,2,2,0,0,80,1,124,124,1,124,124,0.989314516129032,736.05,744,135ST-LWP-2/3,438,135 St - Station,438
01/01/2015,Manhattan,Elevator,EL336,1,0,1,0,69,1,124,124,1,124,124,0.998387096774194,742.8,744,CHAMBERSST-7AV-1/2/3,327,Chambers St - Station,327
01/01/2015,Bronx,Elevator,EL183,2,0,2,1,93,0.991801075268817,122.98333333333335,124,0.986155913978495,122.28333333333333,124,0.995318100358423,740.5166666666667,744,GUNHILLRD-LWP-2/5,421,Gun Hill Rd - Station,421
01/01/2015,Queens,Elevator,EL405,4,3,1,0,302,0.997849462365591,123.73333333333335,124,0.99005376344086,122.76666666666668,124,0.974663978494624,725.15,744,21ST-QUEENSBRIDGE-63S-F,221,21 St-Queensbridge - Station,221
01/01/2015,Bronx,Elevator,EL192,7,0,7,2,93,0.924462365591398,114.63333333333335,124,0.996505376344086,123.56666666666666,124,0.962836021505376,716.35,744,233ST-LWP-2/5,418,233 St - Station,418
01/01/2015,Manhattan,Escalator,ES362X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
01/01/2015,Manhattan,Escalator,ES340,7,2,5,0,453,0.976747311827957,121.11666666666667,124,0.978494623655914,121.33333333333334,124,0.973947132616488,724.6166666666667,744,BOWLINGGREEN-LEX-4/5,414,Bowling Green - Station,414
01/01/2015,Brooklyn,Elevator,EL312,3,3,0,0,999,1,124,124,1,124,124,0.989381720430108,736.1,744,CLARKST-CLK-2/3,334,Clark St - Station,334
01/01/2015,Manhattan,Escalator,ES206,5,3,2,0,725,0.99518701870187,120.61666666666667,121.19999999999999,0.958736559139785,118.88333333333334,124,0.9814504059141,721.3333333333333,734.9666666666667,GRANDCENTRAL-42ST-LEX-4/5/6,402,"Grand Central-42 St (S,4,5,6,7)",610
01/01/2015,Brooklyn,Elevator,EL391,2,1,1,0,123,1,124,124,0.97244623655914,120.58333333333334,124,0.989448924731183,736.15,744,MARCYAV-JAM-J/M/Z,101,Marcy Av - Station,101
01/01/2015,Brooklyn,Escalator,ES356,12,6,6,0,49,0.963978494623656,119.53333333333335,124,0.99758064516129,123.7,124,0.969041218637993,720.9666666666667,744,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636
01/01/2015,Manhattan,Elevator,EL200X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,34ST-HERALDSQ-BWY-M/N/R/Q,12,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
01/01/2015,Brooklyn,Elevator,EL374,0,0,0,0,78,1,124,124,1,124,124,1,744,744,CHURCHAV-6AV-F/G,243,Church Av - Station,243
01/01/2015,Manhattan,Escalator,ES242,2,0,2,0,664,0.994220430107527,123.28333333333335,124,1,124,124,0.998319892473118,742.75,744,5AV/53ST-QBL-E/M,276,5 Av/53 St - Station,276
01/01/2015,Queens,Elevator,EL425,2,2,0,0,95,1,124,124,1,124,124,0.987768817204301,734.9,744,JUNCTIONBLVD-FLS-7,451,Junction Blvd - Station,451
01/01/2015,Manhattan,Elevator,EL213,3,2,1,0,252,1,124,124,0.981182795698925,121.66666666666667,124,0.979995519713262,729.1166666666667,744,34ST-HERALDSQ-BWY-M/N/R/Q,12,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
01/01/2015,Manhattan,Escalator,ES212,5,4,1,0,626,1,124,124,1,124,124,0.987724014336918,734.8666666666667,744,59ST-LEX-4/5/6,400,"Lexington Av (N,Q,R)/59 St (4,5,6)",613
01/01/2015,Manhattan,Escalator,ES203,4,0,4,0,1195,0.993817204301075,123.23333333333335,124,0.959300659214675,111.56666666666666,116.3,0.984598029284464,712.7833333333333,723.9333333333333,GRANDCENTRAL-42ST-FLS-7,465,"Grand Central-42 St (S,4,5,6,7)",610
01/01/2015,Queens,Elevator,EL438,1,1,0,0,8,1,121.96666666666667,121.96666666666667,1,124,124,0.999504482183882,739.6,739.9666666666667,FORESTHILLS-71AV-QBL-E/F/M/R,261,Forest Hills-71 Av - Station,261
01/01/2015,Manhattan,Escalator,ES328,10,0,10,0,679,0.976209677419355,121.05000000000001,124,0.990591397849462,122.83333333333334,124,0.968346774193548,720.45,744,DELANCEYST-ESSEXST-6AV-F,233,"Delancey St (F)/Essex St (J,M,Z)",625
01/01/2015,Queens,Escalator,ES497X,0,0,0,0,N/A,0.967741935483871,120,124,0.967741935483871,120,124,0.976097670250896,726.2166666666667,744,HOWARDBEACH-JFKAIRPORT-RKY-A,198,Howard Beach-JFK Airport - Station,198
01/01/2015,Queens,Elevator,EL437,10,4,6,1,8,0.93494623655914,115.93333333333334,124,0.967338709677419,119.95,124,0.961402329749104,715.2833333333333,744,FORESTHILLS-71AV-QBL-E/F/M/R,261,Forest Hills-71 Av - Station,261
01/01/2015,Manhattan,Escalator,ES223,6,1,5,0,889,0.983870967741936,122.00000000000001,124,0.998252688172043,123.78333333333333,124,0.988216845878136,735.2333333333333,744,34ST-HERALDSQ-6AV-B/D/F,227,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
01/01/2015,Manhattan,Escalator,ES372,0,0,0,0,70,,0,0,,0,0,,0,0,SOUTHFERRY-7AV-1,330,South Ferry (1)/Whitehall St (R),635
01/01/2015,Manhattan,Elevator,EL716,2,1,1,0,2,1,121.23333333333333,121.23333333333333,1,120,120,0.991105052792089,714.9666666666667,721.3833333333333,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
01/01/2015,Queens,Elevator,EL430,0,0,0,0,107,1,124,124,1,124,124,1,744,744,QUEENSPLAZA-QBL-E/M/R,273,Queens Plaza - Station,273
01/01/2015,Brooklyn,Elevator,EL398,1,1,0,0,83,1,124,124,1,124,124,0.993391577060932,739.0833333333334,744,MYRTLE-WYCKOFFAVS-MYT-M,112,"Myrtle-Wyckoff Avs (L,M)",630
01/01/2015,Queens,Escalator,ES429,6,2,4,0,73,0.996639784946236,123.58333333333334,124,0.974059139784946,120.78333333333333,124,0.97513440860215,725.5,744,JAMAICAVANWYCK-QBL-E,280,Jamaica Van Wyck - Station,280
01/01/2015,Manhattan,Escalator,ES211,29,7,22,0,626,0.980241935483871,121.55,124,0.93494623655914,115.93333333333334,124,0.936221040295682,692.3666666666667,739.5333333333333,59ST-LEX-4/5/6,400,"Lexington Av (N,Q,R)/59 St (4,5,6)",613
01/01/2015,Manhattan,Escalator,ES380X,0,0,0,0,N/A,1,124,124,0.968548387096774,120.10000000000002,124,0.98214605734767,730.7166666666667,744,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
01/01/2015,Queens,Escalator,ES421,12,4,8,0,303,0.976612903225806,121.1,124,0.964516129032258,119.6,124,0.965210573476702,718.1166666666667,744,21ST-QUEENSBRIDGE-63S-F,221,21 St-Queensbridge - Station,221
01/01/2015,Queens,Escalator,ES422,5,1,4,0,303,0.967741935483871,120,124,0.956989247311828,118.66666666666667,124,0.950470430107527,707.15,744,21ST-QUEENSBRIDGE-63S-F,221,21 St-Queensbridge - Station,221
01/01/2015,Manhattan,Escalator,ES420,5,4,1,0,303,1,124,124,1,124,124,0.979569892473118,728.8,744,ROOSEVELTISLAND-63S-F,222,Roosevelt Island - Station,222
01/01/2015,Queens,Elevator,EL445X,0,0,0,0,N/A,0.813978494623656,100.93333333333334,124,0.806451612903226,100,124,0.819735663082437,609.8833333333333,744,COURTSQ-FLS-7,462,"Court Sq (E,G,M,7)",606
01/01/2015,Manhattan,Elevator,EL233,1,0,1,0,102,0.981586021505376,121.71666666666667,124,1,124,124,0.996931003584229,741.7166666666667,744,TIMESSQ-42ST-7AV-1/2/3,317,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
01/01/2015,Manhattan,Elevator,EL324,3,3,0,0,162,1,124,124,1,124,124,0.99133064516129,737.55,744,CANALST-LEX-6,410,"Canal St (J,N,Q,R,Z,6)",623
01/01/2015,Manhattan,Elevator,EL723,0,0,0,0,14,1,124,124,1,124,124,1,744,744,FULTONST-8AV-A/C,172,"Fulton St (A,C,J,Z,2,3,4,5)",628
01/01/2015,Queens,Escalator,ES430,2,1,1,0,313,0.990994623655914,122.88333333333335,124,1,124,124,0.996191756272401,741.1666666666666,744,JAMAICAVANWYCK-QBL-E,280,Jamaica Van Wyck - Station,280
01/01/2015,Brooklyn,Elevator,EL301,6,6,0,0,129,0.991666666666667,122.96666666666668,124,1,124,124,0.970564516129032,722.0999999999999,744,ATLANTICAV-BARCLAYSCTR-4AV-D/N/R,27,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
01/01/2015,Brooklyn,Escalator,ES317,13,3,10,0,680,0.970967741935484,120.4,124,0.953629032258064,118.25000000000001,124,0.97461917562724,725.1166666666667,744,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636
01/01/2015,Manhattan,Elevator,EL728X,0,0,0,0,N/A,0.967741935483871,120,124,0.967741935483871,120,124,0.976052867383512,726.1833333333333,744,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
01/01/2015,Bronx,Elevator,EL160,2,1,1,0,31,0.992741935483871,123.10000000000002,124,1,124,124,0.993839605734767,739.4166666666667,744,E180ST-LWP-2/5,426,E 180 St - Station,426
01/01/2015,Manhattan,Escalator,ES383X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
01/01/2015,Manhattan,Escalator,ES253X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,LEXINGTONAV/53ST-QBL-E/M,275,"Lexington Av-53 St (E,M)/51 St (6)",612
01/01/2015,Manhattan,Escalator,ES215,6,1,5,0,676,0.991263440860215,122.91666666666666,124,1,124,124,0.989404121863799,736.1166666666667,744,LEXINGTONAV/59ST-AST-N/R/Q,7,"Lexington Av (N,Q,R)/59 St (4,5,6)",613
01/01/2015,Queens,Escalator,ES453,0,0,0,0,278,,0,0,,0,0,,0,0,JACKSONHTS-ROOSEVELTAV-QBL-E/F/M/R,267,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",616
01/01/2015,Manhattan,Elevator,EL401,0,0,0,0,302,,0,0,,0,0,,0,0,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
01/01/2015,Manhattan,Elevator,EL218,5,3,2,0,176,0.970564516129032,120.35,124,0.967741935483871,120,124,0.947871863799283,705.2166666666667,744,14ST-UNIONSQ-CNR-L,117,"14 St-Union Sq (L,N,Q,R,4,5,6)",602
01/01/2015,Manhattan,Elevator,EL126,3,3,0,0,302,1,124,124,1,124,124,0.980667562724014,729.6166666666667,744,125ST-LEX-4/5/6,392,125 St - Station,392
01/01/2015,Brooklyn,Escalator,ES308,30,2,28,0,645,0.874327956989247,108.41666666666669,124,0.788440860215054,97.76666666666667,124,0.802352150537634,596.9499999999999,744,DEKALBAV-4AV-B/Q/R,26,DeKalb Av - Station,26
01/01/2015,Manhattan,Elevator,EL222,2,2,0,0,148,1,124,124,1,124,124,0.987634408602151,734.8,744,14ST-8AV-A/C/E,166,"14 St (A,C,E)/8 Av (L)",618
01/01/2015,Brooklyn,Elevator,EL761,0,0,0,0,39,1,124,124,1,124,124,1,744,744,KINGSHWY-BWY-B/Q,51,Kings Hwy - Station,51
01/01/2015,Manhattan,Elevator,EL103,16,8,8,4,1060,0.65255376344086,80.91666666666667,124,0.736290322580645,91.30000000000001,124,0.665501792114695,495.13333333333327,744,191ST-BWY7-1,300,191 St - Station,300
01/01/2015,Bronx,Elevator,EL189,4,1,3,1,1,0.976612903225806,121.1,124,0.970833333333333,120.38333333333334,124,0.984498207885305,732.4666666666667,744,KINGSBRIDGERD-CON-B/D,212,Kingsbridge Rd - Station,212
01/01/2015,Bronx,Elevator,EL136,4,2,2,1,86,0.983736559139785,121.98333333333333,124,0.967741935483871,120,124,0.966756272401434,719.2666666666667,744,PELHAMPKWY-LWP-2/5,424,Pelham Pkwy - Station,424
01/01/2015,Brooklyn,Elevator,EL320,15,5,10,4,198,0.959274193548387,118.95000000000002,124,0.933467741935484,115.75,124,0.900246415770609,669.7833333333333,744,CHURCHAV-NOS-2/5,356,Church Av - Station,356
01/01/2015,Bronx,Escalator,ES120,1,1,0,0,304,1,124,124,1,124,124,0.9959229390681,740.9666666666667,744,PELHAMBAYPARK-PEL-6,360,Pelham Bay Park - Station,360
01/01/2015,Manhattan,Elevator,EL124,4,0,4,0,302,1,124,124,0.959005376344086,118.91666666666669,124,0.989000896057348,735.8166666666666,744,175ST-8AV-A,147,175 St - Station,147
01/01/2015,Bronx,Escalator,ES112,6,1,5,0,811,0.963844086021505,119.51666666666667,124,0.980376344086022,121.56666666666668,124,0.981720430107527,730.4,744,NORWOOD-205ST-CON-D,210,Norwood-205 St - Station,210
01/01/2015,Manhattan,Elevator,EL276X,0,0,0,0,N/A,0.970967741935484,120.4,124,1,124,124,0.98991935483871,736.5,744,59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,161,"59 St-Columbus Circle (A,B,C,D,1)",614
01/01/2015,Manhattan,Elevator,EL329,2,1,1,0,28,1,124,124,1,124,124,0.991778673835125,737.8833333333333,744,BWAY-LAFAYETTEST-6AV-B/D/F/M,230,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619
01/01/2015,Manhattan,Escalator,ES102,19,2,17,0,1315,0.895833333333333,111.08333333333334,124,0.91491935483871,113.45000000000002,124,0.949193548387097,706.2,744,125ST-BWY7-1,306,125 St - Station,306
01/01/2015,Bronx,Elevator,EL121,1,1,0,0,303,1,124,124,1,124,124,0.9959229390681,740.9666666666667,744,PELHAMBAYPARK-PEL-6,360,Pelham Bay Park - Station,360
01/01/2015,Manhattan,Elevator,EL279,2,2,0,0,63,1,124,124,1,124,124,0.993167562724014,738.9166666666666,744,59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,161,"59 St-Columbus Circle (A,B,C,D,1)",614
01/01/2015,Manhattan,Elevator,EL216,2,2,0,0,135,1,124,124,1,124,124,0.993906810035842,739.4666666666667,744,34ST-PENNSTATION-7AV-1/2/3,318,34 St-Penn Station - Station,318
01/01/2015,Manhattan,Elevator,EL729X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
01/01/2015,Manhattan,Escalator,ES408,2,2,0,0,303,1,123.58333333333333,123.58333333333333,1,124,124,0.984086021505376,724.5333333333333,736.25,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
01/01/2015,Manhattan,Escalator,ES243,3,3,0,0,616,0.993279569892473,123.16666666666667,124,1,124,124,0.981272401433692,730.0666666666666,744,LEXINGTONAV/53ST-QBL-E/M,275,"Lexington Av-53 St (E,M)/51 St (6)",612
01/01/2015,Manhattan,Escalator,ES252,4,4,0,0,306,1,124,124,1,124,124,0.982258064516129,730.8,744,51ST-LEX-6,401,"Lexington Av-53 St (E,M)/51 St (6)",612
01/01/2015,Manhattan,Elevator,EL117,0,0,0,0,991,1,124,124,1,124,124,1,744,744,181ST-8AV-A,146,181 St - Station,146
01/01/2015,Queens,Elevator,EL422,2,2,0,0,108,1,124,124,1,124,124,0.984879032258064,732.75,744,JACKSONHTS-ROOSEVELTAV-QBL-E/F/M/R,267,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",616
01/01/2015,Brooklyn,Elevator,EL345,2,0,2,1,8,0.982930107526882,121.88333333333334,124,1,124,124,0.993212365591398,738.95,744,UTICAAV-8AV-A/C,181,Utica Av - Station,181
01/01/2015,Manhattan,Elevator,EL337,6,3,3,0,69,0.998118279569892,123.76666666666668,124,1,124,124,0.973073476702509,723.9666666666667,744,CHAMBERSST-7AV-1/2/3,327,Chambers St - Station,327
01/01/2015,Bronx,Elevator,EL134,3,2,1,0,153,0.870967741935484,108,124,0.898924731182796,111.46666666666667,124,0.888978494623656,661.4,744,161ST-YANKEESTADIUM-CON-B/D,219,"161 St-Yankee Stadium (B,D,4)",604
01/01/2015,Manhattan,Elevator,EL315,4,4,0,0,266,1,124,124,1,124,124,0.976366487455197,726.4166666666666,744,BROOKLYNBRIDGE-CITYHALL-LEX-4/5/6,411,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622
01/01/2015,Manhattan,Escalator,ES210,0,0,0,0,595,1,124,124,1,124,124,1,743.35,743.35,GRANDCENTRAL-42ST-LEX-4/5/6,402,"Grand Central-42 St (S,4,5,6,7)",610
